# Nmax = 7
# L1 L2 L3   u11 u12 u13   u21 u22 u23   u31 u32 u33   (periodicity)
6.0828 3.7812 0.0435   6 0 1   -2 3 2   1 1 1   (1)
6.0828 3.9112 0.0420   6 1 0   1 4 1   1 0 0   (1)
6.0828 3.9899 0.0412   6 1 0   2 3 3   1 1 1   (1)
6.0828 4.0034 0.0411   6 0 1   1 4 0   0 1 0   (1)
6.0828 4.0303 0.0408   6 1 0   3 0 4   1 0 1   (1)
6.0828 4.0703 0.0404   6 1 0   0 4 1   1 0 0   (1)
6.0828 4.0836 0.0403   6 1 0   1 1 4   -1 0 1   (1)
6.0828 4.1001 0.0401   6 0 1   1 3 3   0 1 1   (1)
6.0828 4.1623 0.0395   6 1 0   1 -1 4   2 0 1   (1)
6.0828 4.2299 0.0389   6 1 0   1 -4 1   1 0 0   (1)
6.0828 4.2649 0.0385   6 0 1   3 4 -1   2 1 0   (1)
6.0828 4.2775 0.0384   6 0 1   1 2 4   0 1 2   (1)
6.0828 4.3309 0.0380   6 1 0   -1 3 3   0 1 1   (1)
6.0828 4.3898 0.0375   6 1 0   2 -4 1   1 0 0   (1)
6.0828 4.4509 0.0369   6 0 -1   2 3 3   1 1 1   (1)
6.0828 4.5351 0.0362   6 0 1   1 4 -2   3 1 0   (1)
6.0828 4.5500 0.0361   6 1 0   3 5 1   1 0 0   (1)
6.0828 4.5708 0.0360   6 1 0   -1 4 2   0 2 1   (1)
6.0828 4.6991 0.0350   6 1 0   2 4 3   -1 1 1   (1)
6.0828 4.7105 0.0349   6 1 0   2 5 1   1 0 0   (1)
6.0828 4.8267 0.0341   6 0 1   1 3 4   -2 1 1   (1)
6.0828 4.8685 0.0338   6 -1 0   3 4 2   1 2 1   (1)
6.0828 4.8713 0.0337   6 1 0   1 5 1   1 0 0   (1)
6.0828 4.8796 0.0337   6 1 0   1 3 4   2 1 1   (1)
5.0000 6.0828 0.0329   4 0 3   2 1 -6   1 0 1   (1)
6.0828 5.0027 0.0329   6 0 1   1 5 0   0 1 0   (1)
6.0828 5.0108 0.0328   6 1 0   2 0 5   1 0 2   (1)
6.0828 5.0243 0.0327   6 0 1   3 5 0   1 2 0   (1)
6.0828 5.0323 0.0327   6 1 0   0 5 1   1 0 0   (1)
6.0828 5.0431 0.0326   6 1 0   4 0 5   1 0 1   (1)
6.0828 5.0751 0.0324   6 0 1   -1 4 3   1 1 1   (1)
6.0828 5.0884 0.0323   6 -1 0   1 4 3   2 1 1   (1)
6.0828 5.0964 0.0323   6 1 0   0 1 5   -1 0 1   (1)
6.0828 5.1307 0.0320   6 1 0   1 -1 5   3 0 2   (1)
6.0828 5.1701 0.0318   6 1 0   1 5 2   -2 2 1   (1)
6.0828 5.1936 0.0317   6 1 0   1 -5 1   1 0 0   (1)
6.0828 5.2143 0.0315   6 1 0   3 -1 5   2 0 1   (1)
6.0828 5.2221 0.0315   6 0 -1   2 3 4   3 1 1   (1)
6.0828 5.2838 0.0311   6 1 0   3 4 4   1 1 1   (1)
6.0828 5.3170 0.0309   6 1 0   1 2 5   -2 0 1   (1)
6.0828 5.3550 0.0307   6 1 0   2 -5 1   1 0 0   (1)
6.0828 5.3751 0.0306   6 0 1   0 5 2   1 2 1   (1)
6.0828 5.4376 0.0302   6 1 0   -1 2 5   1 1 2   (1)
6.0828 5.4748 0.0300   6 0 1   -1 2 5   2 1 3   (1)
6.0828 5.4945 0.0299   6 1 0   2 5 3   3 2 1   (1)
6.0828 5.5043 0.0299   6 0 1   1 4 4   0 1 1   (1)
6.0828 5.5166 0.0298   6 1 0   3 6 1   1 0 0   (1)
6.0828 5.6329 0.0292   6 0 1   1 3 5   2 1 2   (1)
6.0828 5.6497 0.0291   6 1 0   2 3 5   3 1 1   (1)
6.0828 5.6783 0.0290   6 1 0   2 6 1   1 0 0   (1)
6.0828 5.7281 0.0287   6 0 1   1 5 3   -1 2 1   (1)
6.0828 5.7351 0.0287   6 1 0   -1 4 4   0 1 1   (1)
6.0828 5.7821 0.0284   6 0 1   3 2 6   1 1 3   (1)
6.0828 5.8101 0.0283   6 1 0   0 3 5   -1 1 2   (1)
6.0828 5.8402 0.0281   6 1 0   1 6 1   1 0 0   (1)
6.0828 5.8955 0.0279   6 0 1   -1 5 3   2 1 1   (1)
6.0828 5.9138 0.0278   6 1 0   -1 5 3   2 2 1   (1)
6.0828 5.9752 0.0275   6 0 -1   3 4 4   1 1 1   (1)
6.0828 6.0023 0.0274   6 1 0   0 6 1   1 0 0   (1)
6.0828 6.0560 0.0271   6 1 0   1 1 6   1 0 -1   (1)
6.0828 6.0761 0.0271   6 1 0   3 4 5   2 1 1   (1)
5.8310 6.0852 0.0282   5 3 0   0 7 1   2 1 0   (1)
5.0990 6.0859 0.0322   4 3 1   -3 5 2   1 0 0   (1)
3.1623 6.0910 0.0519   3 1 0   1 -6 1   1 0 0   (1)
6.0828 6.0916 0.0270   6 0 1   1 2 6   0 1 3   (1)
5.3852 6.0941 0.0305   4 3 2   1 1 -6   0 0 1   (1)
4.3589 6.0957 0.0376   3 1 -3   3 2 5   2 1 1   (1)
5.0000 6.0959 0.0328   4 3 0   1 -5 4   2 0 1   (1)
4.1231 6.1021 0.0397   4 0 1   1 4 5   -1 1 1   (1)
4.5826 6.1023 0.0358   2 -4 1   1 1 6   0 1 2   (1)
5.7446 6.1027 0.0285   5 -2 2   1 6 1   2 1 1   (1)
5.8310 6.1045 0.0281   5 3 0   -2 5 3   0 2 1   (1)
4.6904 6.1089 0.0349   3 3 2   -2 1 6   2 1 -1   (1)
6.0828 6.1094 0.0269   6 0 1   1 6 -1   1 1 0   (1)
5.0990 6.1111 0.0321   4 3 1   1 4 -5   2 0 3   (1)
3.7417 6.1120 0.0437   3 1 2   0 3 7   1 0 0   (1)
5.8310 6.1189 0.0280   5 3 0   1 2 -6   2 1 1   (1)
4.2426 6.1192 0.0385   4 1 1   1 6 -2   1 1 0   (1)
5.3852 6.1195 0.0303   5 2 0   2 -3 5   2 0 1   (1)
5.0990 6.1206 0.0320   5 1 0   2 4 5   -2 1 2   (1)
4.1231 6.1213 0.0396   4 1 0   1 -1 6   1 0 1   (1)
3.7417 6.1237 0.0436   3 -2 1   5 4 0   1 1 0   (1)
5.9161 6.1272 0.0276   3 1 -5   1 6 1   0 2 1   (1)
5.3852 6.1279 0.0303   5 2 0   0 5 4   2 2 1   (1)
3.0000 6.1283 0.0544   2 2 1   -7 1 1   1 0 0   (1)
4.5826 6.1296 0.0356   4 2 1   -2 3 5   1 1 1   (1)
4.6904 6.1311 0.0348   3 3 2   -5 2 3   4 1 0   (1)
3.3166 6.1348 0.0491   3 1 1   2 0 7   1 0 3   (1)
5.0000 6.1351 0.0326   4 0 -3   3 2 5   1 1 3   (1)
5.4772 6.1373 0.0297   5 2 1   1 7 1   -1 1 0   (1)
5.3852 6.1392 0.0302   5 2 0   -1 1 6   2 1 1   (1)
5.4772 6.1400 0.0297   5 2 1   -2 5 3   1 0 0   (1)
5.8310 6.1429 0.0279   4 3 3   3 -5 2   0 1 0   (1)
4.1231 6.1453 0.0395   4 1 0   1 -6 1   1 0 0   (1)
4.3589 6.1473 0.0373   3 1 -3   2 5 3   1 2 1   (1)
2.2361 6.1482 0.0727   2 1 0   1 7 2   0 3 1   (1)
5.3852 6.1504 0.0302   4 -2 3   1 4 5   0 1 1   (1)
2.4495 6.1509 0.0664   2 1 1   7 -3 0   0 2 1   (1)
5.1962 6.1524 0.0313   1 1 -5   6 1 1   1 0 1   (1)
5.0990 6.1550 0.0319   5 0 1   2 6 -1   1 1 0   (1)
5.9161 6.1551 0.0275   5 1 3   0 2 7   1 0 0   (1)
3.1623 6.1563 0.0514   3 0 1   1 3 6   0 1 2   (1)
3.6056 6.1582 0.0450   3 0 2   -1 6 1   1 1 1   (1)
3.7417 6.1586 0.0434   3 2 1   1 1 -6   0 0 1   (1)
4.2426 6.1599 0.0383   4 1 1   1 -6 1   1 2 0   (1)
4.5826 6.1606 0.0354   4 2 1   2 -5 3   1 1 0   (1)
5.0000 6.1612 0.0325   4 3 0   -1 1 6   1 1 1   (1)
5.0990 6.1613 0.0318   5 1 0   1 -6 1   1 0 0   (1)
5.3852 6.1616 0.0301   4 2 -3   2 3 5   1 1 1   (1)
5.4772 6.1617 0.0296   5 2 1   1 7 0   0 1 0   (1)
5.7446 6.1620 0.0283   4 4 1   2 -1 6   1 0 2   (1)
5.8310 6.1620 0.0278   5 3 0   -2 3 5   2 2 1   (1)
6.1644 0.2810 0.5774   5 3 2   2 1 1   1 0 0   (1)
6.1644 0.5849 0.2774   5 2 3   1 0 0   0 1 1   (1)
6.1644 0.6070 0.2673   5 3 2   1 1 1   1 0 0   (1)
6.1644 0.6882 0.2357   5 3 2   3 1 1   1 0 0   (1)
6.1644 0.7071 0.2294   6 1 1   3 0 1   1 0 0   (1)
6.1644 0.7434 0.2182   6 1 1   2 0 1   1 0 0   (1)
6.1644 0.8429 0.1925   6 1 1   1 1 0   0 1 0   (1)
6.1644 0.8736 0.1857   5 3 2   0 1 0   2 0 1   (1)
6.1644 0.9459 0.1715   5 3 2   0 0 1   2 1 0   (1)
6.1644 0.9868 0.1644   6 1 1   0 0 1   1 0 0   (1)
6.1644 1.1002 0.1474   5 2 3   2 1 0   0 0 1   (1)
6.1644 1.1585 0.1400   6 1 1   1 -1 0   1 0 0   (1)
6.1644 1.1810 0.1374   5 3 2   3 2 0   0 0 1   (1)
6.1644 1.2460 0.1302   5 2 3   1 1 2   1 0 0   (1)
6.1644 1.3278 0.1222   5 3 2   1 0 -1   2 1 0   (1)
6.1644 1.3475 0.1204   6 1 1   2 -1 0   1 0 0   (1)
6.1644 1.4327 0.1132   6 1 1   1 1 -1   2 0 1   (1)
6.1644 1.5475 0.1048   6 1 1   3 -1 0   1 0 0   (1)
6.1644 1.5728 0.1031   6 1 1   3 2 0   1 1 0   (1)
6.1644 1.6059 0.1010   5 2 3   1 1 -1   1 0 2   (1)
6.1644 1.6780 0.0967   5 2 3   2 -1 1   0 1 0   (1)
6.1644 1.6936 0.0958   5 3 2   1 0 2   2 1 1   (1)
6.1644 1.7321 0.0937   5 3 2   -1 1 1   1 0 0   (12)
6.1644 1.7547 0.0925   6 1 1   2 1 2   1 0 0   (1)
6.1644 1.8209 0.0891   6 1 1   1 2 0   0 1 0   (1)
6.1644 1.8708 0.0867   5 3 2   3 0 2   1 -1 1   (1)
6.1644 1.9263 0.0842   5 3 2   0 1 2   -1 0 1   (1)
6.1644 1.9601 0.0828   5 3 2   2 2 -1   1 0 2   (1)
6.1644 1.9668 0.0825   6 1 1   1 1 2   1 0 0   (1)
6.1644 2.0647 0.0786   5 3 -2   3 1 1   1 0 1   (1)
6.1644 2.1213 0.0765   5 2 3   2 3 1   0 1 0   (1)
6.1644 2.1337 0.0760   6 1 1   2 2 -1   3 0 1   (1)
6.1644 2.1398 0.0758   6 1 1   1 -2 0   0 1 0   (1)
6.1644 2.1704 0.0747   6 1 1   1 2 -1   2 1 0   (1)
6.1644 2.1825 0.0743   6 1 1   0 1 2   1 0 0   (1)
6.1644 2.2302 0.0727   5 3 2   0 -1 2   2 1 1   (1)
6.1644 2.3113 0.0702   6 1 1   1 -2 1   2 1 0   (1)
6.1644 2.3564 0.0688   5 3 2   -3 0 1   1 1 1   (1)
6.1644 2.4007 0.0676   6 1 1   -1 1 2   1 0 0   (1)
6.1644 2.4116 0.0673   6 1 1   2 1 -2   1 0 1   (1)
6.1644 2.4170 0.0671   5 3 2   3 -1 1   0 1 0   (1)
6.1644 2.4441 0.0664   5 3 2   1 -2 1   2 0 1   (1)
6.1644 2.5026 0.0648   6 -1 1   3 2 0   1 1 0   (1)
6.1644 2.5288 0.0642   5 3 2   1 2 3   0 1 2   (1)
6.1644 2.6107 0.0621   5 3 2   0 3 1   -2 1 0   (1)
6.1644 2.6208 0.0619   6 1 1   -2 1 2   1 0 0   (1)
6.1644 2.6606 0.0610   6 1 1   2 0 3   1 0 1   (1)
6.1644 2.6852 0.0604   5 3 2   1 3 -1   2 1 1   (1)
6.1644 2.7768 0.0584   5 2 3   1 -2 2   2 1 1   (1)
6.1644 2.8051 0.0578   6 1 1   1 3 0   0 1 0   (1)
6.1644 2.8377 0.0572   5 2 3   2 1 -2   0 0 1   (1)
6.1644 2.8423 0.0571   6 1 1   -3 1 2   1 0 0   (1)
6.1644 2.8883 0.0562   5 3 2   -1 2 2   0 1 1   (1)
6.1644 2.8928 0.0561   6 1 1   1 3 1   2 -1 0   (1)
6.1644 2.9110 0.0557   5 3 2   4 0 -1   0 1 1   (1)
6.1644 2.9155 0.0556   5 3 2   1 4 1   1 -2 0   (1)
6.1644 2.9514 0.0550   5 3 2   0 3 -1   1 2 0   (1)
6.1644 2.9603 0.0548   5 3 2   -2 1 2   1 1 1   (1)
6.1644 2.9824 0.0544   5 2 3   -2 1 2   1 0 0   (1)
6.1644 3.0522 0.0531   6 1 1   1 -1 3   2 0 1   (1)
6.1644 3.0651 0.0529   6 1 1   2 2 3   1 0 0   (1)
6.1644 3.1246 0.0519   6 1 1   1 -3 0   0 1 0   (1)
6.1644 3.1330 0.0518   5 3 2   3 0 -2   1 1 1   (1)
6.1644 3.1581 0.0514   5 3 2   -1 0 3   2 1 0   (1)
6.1644 3.1706 0.0512   3 2 -5   3 1 1   1 0 2   (1)
6.1644 3.2363 0.0501   5 3 2   2 4 -1   2 1 1   (1)
6.1644 3.2525 0.0499   6 1 1   1 1 -3   1 0 1   (1)
6.1644 3.2887 0.0493   6 1 1   1 2 3   1 0 0   (1)
6.1644 3.2967 0.0492   6 1 -1   2 0 3   1 0 1   (1)
6.1644 3.3007 0.0491   1 1 -6   3 1 1   1 0 3   (1)
6.1644 3.3285 0.0487   5 3 2   3 0 4   2 1 1   (1)
6.1644 3.3912 0.0478   5 3 2   1 2 4   1 0 -1   (1)
6.1644 3.4755 0.0467   5 3 2   -4 1 1   1 0 0   (1)
6.1644 3.5019 0.0463   6 1 1   3 0 4   1 0 1   (1)
6.1644 3.5131 0.0462   6 1 1   0 2 3   1 0 0   (1)
6.1644 3.5430 0.0458   6 1 1   2 3 -2   3 0 1   (1)
6.1644 3.5467 0.0457   5 3 2   2 0 -3   2 1 0   (1)
6.1644 3.5652 0.0455   5 2 3   2 -3 1   0 1 0   (1)
6.1644 3.6019 0.0450   6 -1 1   0 3 2   1 1 1   (1)
6.1644 3.6056 0.0450   5 3 2   0 -2 3   2 1 1   (12)
6.1644 3.6527 0.0444   6 1 1   1 2 -3   2 0 1   (1)
6.1644 3.6599 0.0443   6 1 1   2 4 1   1 -1 0   (1)
6.1644 3.7099 0.0437   5 2 3   2 1 -3   0 0 1   (1)
6.1644 3.7205 0.0436   6 1 1   -3 3 1   1 2 1   (1)
6.1644 3.7381 0.0434   6 1 1   -1 2 3   1 0 0   (1)
6.1644 3.7767 0.0430   5 3 2   1 5 1   3 0 1   (1)
6.1644 3.7906 0.0428   6 1 1   1 4 0   0 1 0   (1)
6.1644 3.7940 0.0428   6 1 1   3 -1 4   2 0 1   (1)
6.1644 3.8491 0.0421   6 1 1   1 4 1   -2 1 0   (1)
6.1644 3.8832 0.0418   6 1 1   2 4 -1   3 2 0   (1)
6.1644 3.9001 0.0416   5 3 -2   3 1 3   2 1 0   (1)
6.1644 3.9637 0.0409   6 1 1   -2 2 3   1 0 0   (1)
6.1644 3.9835 0.0407   6 1 1   1 -1 4   3 0 2   (1)
6.1644 4.0099 0.0405   5 2 3   2 5 1   0 1 0   (1)
6.1644 4.0425 0.0401   5 -2 3   0 4 1   1 1 1   (1)
6.1644 4.0458 0.0401   5 3 2   -1 3 3   0 1 1   (1)
6.1644 4.0588 0.0400   5 3 2   0 4 3   1 0 0   (1)
6.1644 4.0685 0.0399   5 2 3   -4 2 1   0 1 1   (1)
6.1644 4.0943 0.0396   6 1 1   0 4 -1   1 1 0   (1)
6.1644 4.1103 0.0395   6 1 1   1 -4 0   0 1 0   (1)
6.1644 4.1486 0.0391   6 1 1   1 4 2   0 2 1   (1)
6.1644 4.1612 0.0390   5 3 2   3 -3 1   0 1 0   (1)
6.1644 4.1644 0.0390   5 2 3   1 1 -4   2 1 0   (1)
6.1644 4.1707 0.0389   5 3 2   0 3 4   1 1 1   (1)
6.1644 4.1896 0.0387   6 1 1   -3 2 3   1 0 0   (1)
6.1644 4.2209 0.0384   5 3 2   6 -1 0   0 2 1   (1)
6.1644 4.2395 0.0383   1 1 -6   4 1 1   1 0 2   (1)
6.1644 4.2488 0.0382   6 1 1   1 3 -3   3 1 0   (1)
6.1644 4.2889 0.0378   5 3 2   0 5 1   2 2 1   (1)
6.1644 4.2981 0.0377   5 3 2   1 5 -1   1 2 0   (1)
6.1644 4.3103 0.0376   5 2 3   -3 1 3   1 1 2   (1)
6.1644 4.3438 0.0373   6 1 1   2 -4 1   1 1 0   (1)
6.1644 4.3468 0.0373   5 2 3   1 3 -3   2 1 1   (1)
6.1644 4.3950 0.0369   6 1 1   1 4 -2   2 1 0   (1)
6.1644 4.4159 0.0367   6 1 1   2 3 4   1 0 0   (1)
6.1644 4.4397 0.0365   1 1 -6   1 4 2   0 1 3   (1)
6.1644 4.4544 0.0364   6 1 -1   3 0 4   1 0 1   (1)
6.1644 4.4810 0.0362   6 1 1   3 5 0   1 2 0   (1)
6.1644 4.5102 0.0360   5 2 3   2 -4 1   0 1 0   (1)
6.1644 4.5364 0.0358   6 1 1   1 -4 2   2 1 0   (1)
6.1644 4.5509 0.0356   5 2 -3   2 3 3   0 1 2   (1)
6.1644 4.5567 0.0356   5 3 -2   1 2 4   1 1 1   (1)
6.1644 4.5797 0.0354   3 -5 2   1 2 4   0 1 1   (1)
6.1644 4.5826 0.0354   6 1 1   -1 2 4   0 1 2   (12)
6.1644 4.6198 0.0351   3 2 -5   3 3 2   1 1 1   (1)
6.1644 4.6254 0.0351   6 1 1   2 0 5   1 0 2   (1)
6.1644 4.6425 0.0349   6 1 1   1 3 4   1 0 0   (1)
6.1644 4.6651 0.0348   5 3 2   -3 2 3   1 2 2   (1)
6.1644 4.6707 0.0347   5 3 2   4 -3 0   2 2 1   (1)
6.1644 4.7184 0.0344   5 3 2   0 2 5   1 0 -1   (1)
6.1644 4.7323 0.0343   5 2 3   0 3 5   1 0 0   (1)
6.1644 4.7766 0.0340   6 1 1   1 5 0   0 1 0   (1)
6.1644 4.8041 0.0338   5 3 2   1 6 0   2 -1 1   (1)
6.1644 4.8177 0.0337   6 1 1   1 5 1   1 -1 0   (1)
6.1644 4.8477 0.0335   6 1 1   2 5 2   3 -1 0   (1)
6.1644 4.8693 0.0333   6 1 1   0 3 4   1 0 0   (1)
6.1644 4.8855 0.0332   5 3 2   -4 3 1   0 2 1   (1)
6.1644 4.9043 0.0331   5 3 2   0 4 -3   2 1 1   (1)
6.1644 4.9364 0.0329   6 1 1   1 5 -1   1 1 0   (1)
6.1644 4.9497 0.0328   5 2 3   0 5 3   1 1 1   (1)
6.1644 4.9551 0.0327   5 2 3   2 6 1   0 1 0   (1)
6.1644 4.9710 0.0326   6 -1 1   1 3 4   2 1 2   (1)
6.1644 4.9763 0.0326   5 3 2   3 -4 0   3 1 1   (1)
6.1644 4.9974 0.0325   6 1 -1   0 3 4   1 1 1   (1)
6.1644 5.0210 0.0323   1 1 -6   4 2 3   2 1 1   (1)
6.1644 5.0315 0.0322   5 2 3   -1 5 1   2 0 1   (1)
6.1644 5.0341 0.0322   6 -1 1   1 4 3   1 1 1   (1)
6.1644 5.0550 0.0321   6 1 1   1 5 2   2 2 1   (1)
6.1644 5.0809 0.0319   5 2 -3   0 2 5   1 1 1   (1)
6.1644 5.0964 0.0318   6 1 1   1 -5 0   0 1 0   (1)
6.1644 5.1376 0.0316   6 1 1   3 5 -2   2 1 0   (1)
6.1644 5.1453 0.0315   5 3 2   0 6 1   1 -2 0   (1)
6.1644 5.1784 0.0313   5 2 3   -1 5 2   0 2 1   (1)
6.1644 5.1835 0.0313   5 2 3   2 4 -3   2 1 1   (1)
6.1644 5.1860 0.0313   6 1 1   1 -5 1   1 1 0   (1)
6.1644 5.1962 0.0312   1 1 -6   1 5 1   0 1 2   (12)
6.1644 5.2037 0.0312   5 3 2   -1 4 4   0 1 1   (1)
6.1644 5.2265 0.0310   5 3 2   -2 4 3   1 0 0   (1)
6.1644 5.2641 0.0308   6 1 -1   2 0 5   1 0 2   (1)
6.1644 5.2766 0.0307   5 3 2   2 -2 5   2 1 1   (1)
6.1644 5.2791 0.0307   6 1 1   1 -2 5   2 0 1   (1)
6.1644 5.3163 0.0305   5 2 3   -1 3 5   1 0 0   (1)
6.1644 5.3237 0.0305   6 1 1   -2 3 4   1 0 0   (1)
6.1644 5.3459 0.0303   5 3 2   0 2 -5   1 0 2   (1)
6.1644 5.3582 0.0303   5 3 2   -2 5 1   3 1 1   (1)
6.1644 5.3631 0.0302   6 1 -1   0 2 5   1 1 2   (1)
6.1644 5.3827 0.0301   5 3 2   -3 2 4   1 1 1   (1)
6.1644 5.3852 0.0301   5 3 2   -2 0 5   2 1 0   (12)
6.1644 5.4217 0.0299   5 2 3   1 6 0   2 3 1   (1)
6.1644 5.4362 0.0298   6 -1 1   3 5 0   1 2 0   (1)
6.1644 5.4556 0.0297   5 2 3   2 1 -5   0 0 1   (1)
6.1644 5.4628 0.0297   6 1 1   1 3 5   -2 1 2   (1)
6.1644 5.4748 0.0296   6 1 1   -1 2 5   2 1 2   (1)
6.1644 5.5108 0.0294   5 2 3   1 1 7   3 1 0   (1)
6.1644 5.5512 0.0292   6 1 1   -3 3 4   1 0 0   (1)
6.1644 5.5559 0.0292   6 1 1   2 -5 2   3 2 0   (1)
6.1644 5.5748 0.0291   5 3 2   0 1 6   1 1 3   (1)
6.1644 5.5866 0.0290   1 1 -6   5 1 3   1 0 2   (1)
6.1644 5.6125 0.0289   6 1 1   2 6 1   -1 1 0   (1)
6.1644 5.6452 0.0287   5 3 2   2 7 -1   1 2 0   (1)
6.1644 5.6615 0.0287   6 1 1   1 4 -4   3 1 0   (1)
6.1644 5.6638 0.0286   6 1 -1   3 2 5   1 1 3   (1)
6.1644 5.6870 0.0285   6 1 1   -2 5 2   1 2 1   (1)
6.1644 5.6986 0.0285   6 1 -1   3 5 3   2 2 1   (1)
6.1644 5.7055 0.0284   5 2 -3   1 0 6   3 1 1   (1)
6.1644 5.7423 0.0283   5 3 2   2 -5 2   2 0 1   (1)
6.1644 5.7629 0.0281   6 1 1   1 6 0   0 1 0   (1)
6.1644 5.7720 0.0281   6 -1 1   1 3 5   1 1 2   (1)
6.1644 5.7743 0.0281   5 3 2   3 0 -5   2 1 0   (1)
6.1644 5.7788 0.0281   6 1 1   2 6 -1   1 1 0   (1)
6.1644 5.8106 0.0279   5 3 2   -3 4 3   1 0 0   (1)
6.1644 5.8287 0.0278   5 3 -2   0 3 5   1 2 2   (1)
6.1644 5.8355 0.0278   5 3 2   1 -3 5   2 1 1   (1)
6.1644 5.8647 0.0277   5 3 2   -1 4 5   4 1 0   (1)
6.1644 5.8804 0.0276   6 1 1   1 3 -5   2 0 1   (1)
6.1644 5.9005 0.0275   5 2 3   2 7 1   0 1 0   (1)
6.1644 5.9072 0.0275   5 3 2   3 -5 1   0 1 0   (1)
6.1644 5.9758 0.0271   6 1 1   0 6 1   1 -1 0   (1)
6.1644 5.9868 0.0271   6 1 1   1 6 2   -3 1 0   (1)
6.1644 5.9890 0.0271   5 3 2   3 0 7   1 1 -1   (1)
6.1644 6.0066 0.0270   6 1 1   1 4 5   1 0 0   (1)
6.1644 6.0219 0.0269   6 1 1   3 -2 6   2 0 1   (1)
6.1644 6.0284 0.0269   6 1 1   0 -1 6   1 0 1   (1)
6.1644 6.0415 0.0269   5 2 3   -1 3 6   0 1 2   (1)
6.1644 6.0459 0.0268   3 2 -5   2 6 1   0 1 1   (1)
6.1644 6.0828 0.0267   6 1 1   1 -6 0   0 1 0   (12)
6.1644 6.1151 0.0265   6 1 1   2 3 6   1 1 2   (1)
6.1644 6.1280 0.0265   5 3 2   1 2 7   2 1 0   (1)
6.1644 6.1495 0.0264   5 3 -2   2 7 2   0 2 1   (1)
6.1644 6.1516 0.0264   5 3 2   2 0 7   3 2 0   (1)
6.1644 6.1623 0.0263   6 1 1   1 1 -6   2 0 3   (1)
6.0828 6.1710 0.0266   6 1 0   2 4 5   -1 2 3   (1)
3.6056 6.1831 0.0449   3 0 2   2 1 -6   1 0 1   (1)
5.3852 6.1840 0.0300   3 -4 2   1 6 3   0 3 1   (1)
6.1644 6.1857 0.0262   5 3 2   1 1 7   2 1 -2   (1)
5.4772 6.1887 0.0295   5 1 2   -1 2 6   0 1 3   (1)
6.1644 6.1942 0.0262   6 1 1   1 6 -2   1 -2 1   (1)
6.1644 6.1963 0.0262   5 2 3   1 -3 6   1 2 -2   (1)
4.3589 6.1985 0.0370   3 3 1   -6 1 3   2 1 0   (1)
3.7417 6.1991 0.0431   3 2 1   0 -5 4   1 1 0   (1)
5.8310 6.2001 0.0277   4 3 3   5 1 -4   2 1 0   (1)
3.1623 6.2048 0.0510   3 1 0   2 -1 6   1 0 1   (1)
5.0990 6.2079 0.0316   4 -3 1   5 4 0   1 1 0   (1)
5.3852 6.2090 0.0299   5 0 2   1 1 7   2 0 1   (1)
4.3589 6.2154 0.0369   3 3 1   -5 1 4   0 1 1   (1)
5.9161 6.2198 0.0272   3 1 -5   6 1 2   1 0 2   (1)
3.3166 6.2231 0.0485   3 1 1   -1 4 5   1 0 0   (1)
6.0828 6.2233 0.0264   6 1 0   1 5 4   -1 1 1   (1)
5.1962 6.2242 0.0309   5 1 1   1 6 3   0 2 1   (1)
5.8310 6.2261 0.0275   3 3 -4   2 0 7   2 1 2   (1)
4.6904 6.2268 0.0342   3 3 2   0 5 -4   2 0 3   (1)
5.3852 6.2284 0.0298   4 3 2   -5 4 0   0 3 1   (1)
5.3852 6.2312 0.0298   4 3 2   1 0 7   1 1 -2   (1)
6.1644 6.2345 0.0260   6 1 1   0 4 5   1 0 0   (1)
4.1231 6.2356 0.0389   4 1 0   1 2 6   -1 0 1   (1)
5.0990 6.2358 0.0315   4 3 1   1 -7 0   0 1 0   (1)
5.7446 6.2498 0.0279   5 2 2   1 7 0   2 -2 1   (1)
5.0990 6.2542 0.0314   4 3 1   0 4 -5   1 1 0   (1)
5.8310 6.2544 0.0274   5 3 0   2 -6 1   2 1 0   (1)
5.0990 6.2573 0.0313   5 1 0   2 6 3   1 2 1   (1)
5.3852 6.2615 0.0297   4 3 2   0 2 7   1 0 -2   (1)
3.7417 6.2621 0.0427   3 1 2   2 1 -6   0 0 1   (1)
3.0000 6.2628 0.0532   2 -2 1   1 2 6   0 1 2   (1)
5.8310 6.2638 0.0274   4 3 3   -1 1 7   1 1 2   (1)
6.0828 6.2666 0.0262   6 1 0   1 2 6   2 0 -1   (1)
4.5826 6.2678 0.0348   4 2 1   0 7 1   -1 1 0   (1)
6.0828 6.2688 0.0262   6 1 0   1 4 5   3 2 2   (1)
5.7446 6.2716 0.0278   5 2 2   2 -1 7   2 1 0   (1)
4.6904 6.2740 0.0340   3 3 2   -7 1 1   1 0 0   (1)
5.4772 6.2743 0.0291   5 1 2   1 6 -2   2 0 1   (1)
3.1623 6.2769 0.0504   3 0 1   0 5 4   1 2 2   (1)
5.0000 6.2801 0.0318   4 0 3   1 1 -7   1 0 1   (1)
2.4495 6.2849 0.0650   2 1 1   0 7 2   -1 1 0   (1)
5.8310 6.2896 0.0273   5 0 3   -2 6 1   1 1 1   (1)
5.9161 6.2929 0.0269   5 1 3   2 -6 1   0 1 0   (1)
6.1644 6.3016 0.0257   6 1 1   2 1 -6   1 0 2   (1)
5.3852 6.3054 0.0295   4 3 2   4 0 -5   1 1 1   (1)
